Date,Cases,Deaths
2020-07-29,421891,6834
2020-12-01,1275295,22204
2020-12-02,1293839,22422
2020-12-03,1311751,22645
2020-12-04,1325855,22890
2020-12-05,1337030,23111
2023-01-10,8151596,92890
2020-12-06,1346249,23187
2023-01-11,8187599,92988
2021-07-30,3126717,53367
2020-12-07,1361070,23258
2023-01-12,8187599,92996
2022-06-01,6873618,88572
2022-02-01,6254867,79934
2021-07-31,3132348,53402
2020-12-08,1374960,23439
2023-01-13,8187599,93003
2022-06-02,6880508,88580
2022-02-02,6280918,80221
2020-12-09,1390227,23727
2023-01-14,8187599,93003
2022-06-03,6887992,88591
2022-02-03,6308863,80518
2023-01-15,8187599,93003
2022-06-04,6895024,88596
2022-02-04,6331037,80685
2023-01-16,8187599,93003
2022-06-05,6900779,88599
2022-02-05,6351228,80872
2023-01-17,8187599,93010
2022-06-06,6906459,88602
2022-02-06,6369286,80909
2023-01-18,8214084,93193
2022-06-07,6912227,88615
2022-02-07,6385413,80980
2023-01-19,8214084,93195
2022-06-08,6919438,88626
2022-02-08,6400529,81275
2022-06-09,6927664,88652
2022-02-09,6415781,81559
2021-12-10,4377757,74870
2021-12-11,4381540,74895
2021-12-12,4383362,74923
2021-12-13,4388030,74948
2021-12-14,4393556,75025
2021-12-15,4399099,75112
2021-12-16,4404958,75212
2023-02-10,8282728,93697
2021-12-17,4411247,75310
2023-02-11,8282728,93697
2021-12-18,4418022,75371
2021-08-30,3582287,56975
2023-02-12,8282728,93699
2022-07-01,7118332,88923
2022-03-01,6565659,85143
2021-12-19,4424558,75392
2021-08-31,3604438,57205
2023-02-13,8282728,93710
2022-07-02,7118332,88923
2022-03-02,6569669,85346
2023-02-14,8282728,93711
2022-07-03,7118332,88923
2022-03-03,6573893,85461
2023-02-15,8300794,93818
2022-07-04,7118682,88923
2022-03-04,6577872,85695
2023-02-16,8300794,93820
2022-07-05,7155214,88952
2022-03-05,6581796,85793
2023-02-17,8300794,93822
2022-07-06,7164664,88975
2022-03-06,6582314,85835
2023-02-18,8300794,93822
2022-07-07,7176272,88997
2022-03-07,6585830,85878
2023-02-19,8300794,93822
2022-07-08,7188314,89026
2022-03-08,6590759,85991
2022-07-09,7200614,89040
2022-03-09,6595895,86117
2020-10-01,788066,16220
2020-10-02,793962,16307
2020-10-03,799411,16440
2020-10-04,802440,16471
2020-10-05,806535,16519
2023-03-10,8350220,94374
2020-10-06,811191,16622
2023-03-11,8350220,94374
2020-10-07,817166,16747
2023-03-12,8350220,94374
2022-08-01,7471659,89517
2020-10-08,821732,16853
2023-03-13,8350220,94375
2022-08-02,7485910,89544
2020-10-09,826241,16955
2023-03-14,8350220,94376
2022-08-03,7496176,89592
2023-03-15,8437665,94437
2022-08-04,7507560,89628
2023-03-16,8437665,94440
2022-08-05,7519908,89643
2023-03-17,8437665,94446
2022-08-06,7519908,89643
2023-03-18,8437665,94446
2022-08-07,7519908,89643
2023-03-19,8437665,94446
2022-08-08,7544874,89708
2022-08-09,7552874,89753
2021-10-10,4129954,67994
2021-10-11,4135402,68057
2021-10-12,4145150,68287
2021-10-13,4154847,68587
2021-10-14,4160441,68811
2021-10-15,4167271,69071
2021-10-16,4170584,69273
2021-10-17,4171446,69373
2021-10-18,4176433,69442
2022-09-01,7748171,90413
2021-10-19,4182689,69649
2022-09-02,7758066,90450
2022-09-03,7758066,90450
2022-09-04,7758066,90450
2022-09-05,7758225,90450
2022-09-06,7781839,90506
2022-09-07,7787183,90527
2022-09-08,7794086,90554
2022-09-09,7800411,90588
2022-10-20,7906908,91182
2022-10-21,7910070,91227
2021-11-10,4263381,72462
2022-10-22,7910070,91227
2021-11-11,4269263,72744
2022-10-23,7910070,91227
2021-11-12,4272527,73014
2022-10-24,7913555,91256
2021-11-13,4275336,73082
2022-10-25,7914008,91260
2021-11-14,4275822,73110
2022-10-26,7917113,91284
2021-11-15,4279225,73160
2022-10-27,7917515,91289
2021-11-16,4284307,73235
2022-10-28,7921604,91310
2021-11-17,4288395,73357
2022-10-29,7921604,91310
2021-11-18,4292678,73497
2021-11-19,4296648,73591
2020-03-30,3065,46
2020-03-31,3588,57
2022-11-20,7957725,92261
2022-11-21,7962184,92278
2022-11-22,7962520,92281
2022-11-23,7967107,92293
2022-11-24,7967261,92294
2022-11-25,7967261,92294
2022-11-26,7967261,92294
2022-11-27,7967261,92294
2022-11-28,7976908,92307
2022-11-29,7977415,92307
2020-04-30,29072,828
2020-08-30,636547,12807
2021-03-01,2658389,44078
2020-08-31,640317,12857
2021-03-02,2665566,44353
2021-03-03,2673115,44627
2021-03-04,2680637,44920
2022-12-20,8049149,92538
2021-03-05,2686191,45195
2022-12-21,8078548,92623
2021-03-06,2689785,45381
2022-12-22,8078548,92625
2021-03-07,2692573,45446
2022-12-23,8078548,92628
2021-03-08,2696533,45570
2022-12-24,8078548,92628
2021-03-09,2701913,45754
2022-12-25,8078548,92628
2022-12-26,8078548,92628
2022-12-27,8078548,92630
2022-12-28,8111323,92704
2022-12-29,8111323,92707
2020-05-30,63396,1676
2020-09-30,784027,16102
2021-04-01,2793685,48654
2020-05-31,64974,1683
2021-04-02,2795691,48755
2021-04-03,2797366,48831
2021-04-04,2798366,48851
2021-04-05,2803306,48881
2021-04-06,2807504,48968
2021-04-07,2811415,49076
2021-04-08,2815899,49174
2021-04-09,2819137,49280
2022-04-10,6705343,87796
2022-04-11,6707059,87801
2020-06-30,166703,2482
2022-04-12,6709497,87843
2021-09-01,3630865,57533
2021-05-01,2891264,50458
2021-01-01,1778306,28434
2022-04-13,6712724,87875
2021-09-02,3650334,57869
2021-05-02,2892504,50473
2021-01-02,1792363,28508
2022-04-14,6715756,87896
2021-09-03,3677129,58157
2021-05-03,2896609,50487
2021-01-03,1808382,28554
2022-04-15,6715806,87986
2021-09-04,3693335,58422
2021-05-04,2899356,50567
2021-01-04,1831486,28681
2022-04-16,6715806,87986
2021-09-05,3696245,58572
2021-05-05,2901603,50626
2021-01-05,1862478,28949
2022-04-17,6715806,87986
2021-09-06,3700956,58619
2021-05-06,2904201,50690
2021-01-06,1887800,29278
2022-04-18,6721826,88030
2021-09-07,3710719,58788
2021-05-07,2907084,50748
2021-01-07,1910426,29645
2022-04-19,6725205,88079
2021-09-08,3752776,59090
2021-05-08,2908499,50786
2021-01-08,1934504,30109
2021-09-09,3784830,59492
2021-05-09,2909750,50803
2021-01-09,1952047,30441
2020-11-10,1038214,19423
2020-11-11,1051071,19544
2020-11-12,1060798,19705
2020-11-13,1073382,19917
2020-11-14,1083132,20035
2020-11-15,1090500,20110
2020-11-16,1101781,20157
2022-05-10,6778536,88391
2022-01-10,5085074,76839
2020-11-17,1112676,20278
2022-05-11,6781837,88414
2022-01-11,5141662,76949
2020-07-30,432134,6987
2020-11-18,1125898,20471
2022-05-12,6786105,88425
2022-01-12,5215557,77094
2021-06-01,2948635,51689
2021-02-01,2412150,37405
2020-07-31,443090,7273
2020-11-19,1139676,20689
2022-05-13,6791937,88439
2022-01-13,5287761,77212
2021-06-02,2950982,51741
2021-02-02,2430370,37760
2022-05-14,6794907,88446
2022-01-14,5408781,77347
2021-06-03,2954086,51798
2021-02-03,2448334,38203
2022-05-15,6796987,88450
2022-01-15,5472025,77467
2021-06-04,2955722,51845
2021-02-04,2461907,38610
2022-05-16,6799028,88452
2022-01-16,5522176,77516
2021-06-05,2957016,51874
2021-02-05,2476282,39039
2022-05-17,6802180,88462
2022-01-17,5590444,77519
2021-06-06,2957646,51891
2021-02-06,2484782,39330
2022-05-18,6807050,88477
2022-01-18,5644397,77659
2021-06-07,2958465,51908
2021-02-07,2492317,39490
2022-05-19,6811933,88496
2022-01-19,5700444,77809
2021-06-08,2960310,51949
2021-02-08,2503200,39655
2021-06-09,2967261,51986
2021-02-09,2516432,39973
2020-12-10,1403359,23967
2020-12-11,1461605,24208
2020-12-12,1473080,24400
2020-12-13,1479805,24501
2020-12-14,1493407,24582
2020-12-15,1513068,24796
2023-01-20,8215613,93197
2020-12-16,1534822,25078
2023-01-21,8215613,93197
2022-06-10,6934174,88668
2022-02-10,6432669,81851
2020-12-17,1551333,25336
2023-01-22,8215613,93197
2022-06-11,6941071,88676
2022-02-11,6447238,82101
2020-12-18,1570679,25608
2023-01-23,8215613,93199
2022-06-12,6946507,88678
2022-02-12,6458145,82259
2021-07-01,2995274,52554
2020-12-19,1584055,25841
2023-01-24,8215613,93202
2022-06-13,6954222,88684
2022-02-13,6465781,82457
2021-07-02,2997152,52597
2023-01-25,8240015,93354
2022-06-14,6961462,88690
2022-02-14,6473858,82547
2021-07-03,2998381,52621
2023-01-26,8240015,93360
2022-06-15,6968345,88707
2022-02-15,6485454,82790
2021-07-04,2998600,52634
2023-01-27,8240015,93362
2022-06-16,6976498,88713
2022-02-16,6493562,83070
2021-07-05,2999137,52634
2023-01-28,8240015,93362
2022-06-17,6982684,88727
2022-02-17,6502958,83350
2021-07-06,3000308,52656
2023-01-29,8240015,93362
2022-06-18,6987779,88730
2022-02-18,6514527,83591
2021-07-07,3004368,52681
2022-06-19,6991344,88742
2022-02-19,6522401,83782
2021-07-08,3006725,52715
2021-07-09,3009125,52751
2021-12-20,4435127,75414
2021-12-21,4446330,75472
2021-12-22,4457526,75553
2021-12-23,4469774,75635
2021-12-24,4469813,75635
2021-12-25,4469813,75635
2021-12-26,4469813,75635
2023-02-20,8300794,93824
2021-12-27,4523360,75796
2023-02-21,8300794,93828
2022-07-10,7211734,89045
2022-03-10,6601706,86266
2021-12-28,4538771,75877
2023-02-22,8316766,93908
2022-07-11,7224332,89049
2022-03-11,6609865,86366
2021-12-29,4554307,75955
2023-02-23,8316766,93909
2022-07-12,7236492,89073
2022-03-12,6612985,86455
2021-08-01,3135695,53420
2023-02-24,8316766,93918
2022-07-13,7249005,89097
2022-03-13,6614096,86491
2021-08-02,3143940,53450
2023-02-25,8316766,93918
2022-07-14,7263460,89110
2022-03-14,6615549,86518
2021-08-03,3164075,53514
2023-02-26,8316766,93918
2022-07-15,7277680,89134
2022-03-15,6618765,86589
2021-08-04,3175724,53579
2023-02-27,8316766,93923
2022-07-16,7289325,89155
2022-03-16,6621684,86687
2021-08-05,3193258,53656
2023-02-28,8316766,94059
2022-07-17,7299188,89163
2022-03-17,6626526,86806
2021-08-06,3217817,53730
2022-07-18,7311281,89174
2022-03-18,6629741,86879
2021-08-07,3229082,53788
2022-07-19,7321472,89201
2022-03-19,6631177,86938
2021-08-08,3231454,53816
2021-08-09,3243166,53853
2020-10-10,829758,17019
2020-10-11,832750,17047
2020-10-12,836807,17073
2020-10-13,842316,17165
2020-10-14,848168,17276
2020-10-15,853977,17362
2023-03-20,8437665,94450
2020-10-16,859567,17454
2023-03-21,8437665,94450
2022-08-10,7563617,89788
2020-10-17,863993,17518
2023-03-22,8447168,94515
2022-08-11,7575033,89819
2020-10-18,869376,17541
2023-03-23,8447168,94518
2022-08-12,7588881,89859
2020-10-19,874080,17564
2022-08-13,7588881,89859
2022-08-14,7589330,89859
2022-08-15,7611171,89908
2022-08-16,7619185,89953
2022-08-17,7627988,89995
2022-08-18,7638144,90023
2022-08-19,7647335,90074
2021-10-20,4188539,69904
2021-10-21,4194234,70128
2021-10-22,4198500,70355
2021-10-23,4201408,70531
2021-10-24,4202609,70593
2021-10-25,4207000,70665
2021-10-26,4212519,70815
2021-10-27,4216736,71052
2022-09-10,7800411,90588
2021-10-28,4222837,71214
2022-09-11,7800411,90588
2021-10-29,4227048,71404
2022-09-12,7815931,90615
2022-09-13,7817015,90622
2022-09-14,7826318,90673
2022-09-15,7827898,90683
2022-09-16,7838132,90734
2022-09-17,7838132,90734
2022-09-18,7838132,90734
2022-09-19,7848768,90760
2022-10-30,7921604,91310
2022-10-31,7925331,91324
2021-11-20,4298114,73664
2021-11-21,4298896,73689
2021-11-22,4303004,73736
2021-11-23,4306962,73832
2021-11-24,4312664,73921
2021-11-25,4312993,73922
2021-11-26,4313033,73923
2021-11-27,4313070,73923
2021-11-28,4313064,73923
2021-11-29,4321519,74069
2020-03-01,11,0
2020-03-02,11,0
2020-03-03,11,0
2022-11-30,7985331,92323
2020-03-04,12,0
2020-03-05,16,0
2020-03-06,19,0
2020-03-07,19,0
2020-03-08,23,0
2020-03-09,24,0
2021-03-10,2707234,45956
2021-03-11,2713387,46168
2021-03-12,2718585,46391
2020-08-01,448224,7477
2020-04-01,4402,65
2021-03-13,2721431,46532
2020-08-02,454759,7520
2020-04-02,4952,80
2021-03-14,2724143,46588
2020-08-03,463541,7697
2020-04-03,5773,98
2022-12-30,8111323,92709
2021-03-15,2728799,46694
2020-08-04,473105,7951
2020-04-04,6566,124
2022-12-31,8111323,92709
2021-03-16,2734622,46827
2020-08-05,482467,8152
2020-04-05,7117,136
2021-03-17,2739163,47000
2020-08-06,490102,8400
2020-04-06,8150,159
2021-03-18,2742559,47199
2020-08-07,498266,8680
2020-04-07,8968,177
2021-03-19,2746452,47365
2020-08-08,504605,8885
2020-04-08,9897,195
2020-08-09,510392,8984
2020-04-09,11372,228
2021-04-10,2821570,49345
2021-04-11,2823018,49369
2021-04-12,2828568,49393
2020-09-01,645534,13004
2020-05-01,30342,853
2021-04-13,2833381,49456
2020-09-02,649844,13185
2020-05-02,31433,875
2021-04-14,2836974,49524
2020-09-03,653321,13387
2020-05-03,32299,890
2021-04-15,2840297,49607
2020-09-04,658789,13516
2020-05-04,33134,914
2021-04-16,2843308,49676
2020-09-05,663246,13660
2020-05-05,34286,955
2021-04-17,2845113,49726
2020-09-06,665338,13739
2020-05-06,35441,985
2021-04-18,2846552,49759
2020-09-07,666209,13781
2020-05-07,36682,1016
2021-04-19,2851247,49780
2020-09-08,670427,13855
2020-05-08,37943,1059
2020-09-09,675149,13986
2020-05-09,38849,1086
2022-04-20,6727842,88121
2022-04-21,6730659,88144
2021-09-10,3802905,59905
2021-05-10,2912414,50828
2021-01-10,1966081,30599
2022-04-22,6734367,88199
2021-09-11,3813319,60221
2021-05-11,2915330,50883
2021-01-11,1989821,30720
2022-04-23,6736643,88206
2021-09-12,3815818,60357
2021-05-12,2917768,50953
2020-06-01,66081,1695
2021-01-12,2017036,31017
2022-04-24,6737753,88210
2021-09-13,3833311,60475
2021-05-13,2920004,51003
2020-06-02,67966,1732
2021-01-13,2040144,31396
2022-04-25,6738996,88214
2021-09-14,3857592,60790
2021-05-14,2922438,51068
2020-06-03,69546,1766
2021-01-14,2070044,31819
2022-04-26,6741552,88234
2021-09-15,3880333,61207
2021-05-15,2923523,51105
2020-06-04,71330,1793
2021-01-15,2094606,32212
2022-04-27,6744065,88250
2021-09-16,3897271,61573
2021-05-16,2924188,51105
2021-01-16,2112925,32581
2020-06-05,73323,1821
2022-04-28,6746780,88274
2021-09-17,3915675,61931
2021-05-17,2926306,51139
2021-01-17,2125391,32747
2020-06-06,75077,1840
2022-04-29,6749603,88291
2021-09-18,3925228,62226
2021-05-18,2929734,51180
2021-01-18,2136595,32858
2020-06-07,75948,1846
2021-09-19,3926755,62323
2021-05-19,2931630,51238
2021-01-19,2158462,33176
2020-06-08,77326,1856
2020-06-09,79271,1886
2020-11-20,1153363,20872
2020-11-21,1164267,21004
2020-11-22,1172761,21083
2020-11-23,1183834,21144
2020-11-24,1204366,21338
2020-11-25,1219283,21536
2020-11-26,1223893,21709
2022-05-20,6816947,88507
2022-01-20,5746859,77986
2020-11-27,1228514,21762
2022-05-21,6821184,88510
2022-01-21,5813105,78171
2021-06-10,2969114,52019
2020-11-28,1234740,21847
2021-02-10,2529516,40297
2022-05-22,6825199,88513
2022-01-22,5876122,78326
2021-06-11,2970252,52064
2020-11-29,1246883,21900
2021-02-11,2541392,40661
2022-05-23,6829709,88519
2022-01-23,5934240,78388
2021-06-12,2971075,52096
2020-07-01,174826,2518
2021-02-12,2553677,41063
2022-05-24,6833576,88521
2022-01-24,5973164,78450
2021-06-13,2971498,52105
2020-07-02,182260,2562
2021-02-13,2561684,41320
2022-05-25,6838206,88537
2022-01-25,6018220,78599
2021-06-14,2972381,52116
2020-07-03,190049,2609
2021-02-14,2566191,41440
2022-05-26,6843822,88542
2022-01-26,6048954,78887
2021-06-15,2973462,52147
2020-07-04,195707,2646
2021-02-15,2569113,41484
2022-05-27,6849192,88553
2022-01-27,6083750,79111
2021-06-16,2975716,52185
2020-07-05,200137,2666
2021-02-16,2572743,41546
2022-05-28,6849192,88553
2022-01-28,6122432,79324
2021-06-17,2976499,52219
2020-07-06,209350,2726
2021-02-17,2577230,41650
2022-05-29,6849192,88553
2022-01-29,6166582,79519
2021-06-18,2977580,52266
2020-07-07,219164,2816
2021-02-18,2579584,41764
2021-06-19,2979299,52281
2020-07-08,229116,2935
2021-02-19,2585482,42000
2020-07-09,240025,3037
2020-12-20,1591885,25948
2020-12-21,1608768,26164
2020-12-22,1630886,26363
2020-12-23,1651560,26624
2020-12-24,1659551,26879
2020-12-25,1661619,27042
2023-01-30,8240015,93366
2020-12-26,1667352,27062
2023-01-31,8240015,93366
2022-06-20,6994478,88742
2022-02-20,6523978,83842
2020-12-27,1690021,27110
2022-06-21,7012526,88760
2022-02-21,6528752,83883
2021-07-10,3010721,52768
2020-12-28,1710489,27245
2022-06-22,7020325,88775
2022-02-22,6535366,84080
2021-07-11,3011151,52772
2020-12-29,1734268,27499
2022-06-23,7031682,88794
2022-02-23,6540776,84319
2021-07-12,3012965,52796
2022-06-24,7043184,88808
2022-02-24,6547068,84561
2021-07-13,3018297,52824
2022-06-25,7052334,88826
2022-02-25,6555122,84739
2021-07-14,3023065,52855
2022-06-26,7061532,88827
2022-02-26,6559563,84876
2021-07-15,3026074,52892
2022-06-27,7071372,88838
2022-02-27,6560468,84945
2021-07-16,3030756,52919
2022-06-28,7081610,88848
2022-02-28,6564429,85000
2021-07-17,3033389,52947
2022-06-29,7092029,88873
2021-07-18,3035135,52956
2021-07-19,3037688,52966
2021-12-30,4574376,76061
2021-12-31,4574881,76062
2022-07-20,7334919,89209
2022-03-20,6633345,86942
2022-07-21,7347687,89228
2022-03-21,6635291,86987
2021-08-10,3263345,53953
2022-07-22,7362382,89268
2022-03-22,6640527,87045
2021-08-11,3285199,54061
2022-07-23,7372660,89298
2022-03-23,6652826,87120
2021-08-12,3298392,54200
2022-07-24,7382769,89309
2022-03-24,6658957,87185
2021-08-13,3316208,54345
2022-07-25,7394661,89321
2022-03-25,6663211,87244
2021-08-14,3327117,54441
2022-07-26,7404611,89346
2022-03-26,6668081,87304
2021-08-15,3333059,54488
2022-07-27,7415687,89377
2022-03-27,6668425,87328
2021-08-16,3346889,54537
2022-07-28,7429581,89399
2022-03-28,6669109,87343
2021-08-17,3372386,54643
2022-07-29,7443235,89455
2022-03-29,6674412,87393
2021-08-18,3392291,54819
2021-08-19,3410867,55031
2020-10-20,879949,17644
2020-10-21,886421,17743
2020-10-22,891714,17760
2020-10-23,899390,17874
2020-10-24,906657,17998
2020-10-25,910592,18042
2020-10-26,917240,18077
2022-08-20,7647335,90074
2020-10-27,924475,18155
2022-08-21,7647335,90074
2020-10-28,932245,18251
2022-08-22,7667298,90121
2020-10-29,939355,18372
2022-08-23,7673700,90150
2022-08-24,7681619,90188
2022-08-25,7690700,90227
2022-08-26,7700317,90268
2022-08-27,7700317,90268
2022-08-28,7701117,90268
2022-08-29,7719024,90312
2021-10-30,4230019,71465
2021-10-31,4230417,71517
2022-09-20,7849650,90760
2022-09-21,7856339,90830
2022-09-22,7856985,90836
2022-09-23,7863796,90898
2022-09-24,7863796,90898
2022-09-25,7863796,90898
2022-09-26,7870558,90931
2022-09-27,7871045,90934
2022-09-28,7876064,90967
2022-09-29,7876661,90977
2020-02-13,2,0
2020-02-14,2,0
2021-11-30,4327626,74145
2020-02-15,2,0
2022-10-01,7882610,91016
2020-02-16,2,0
2022-10-02,7882610,91016
2020-02-17,2,0
2022-10-03,7888216,91044
2020-02-18,2,0
2022-10-04,7888580,91044
2020-02-19,2,0
2022-10-05,7891906,91080
2022-10-06,7892359,91089
2022-10-07,7896377,91124
2022-10-08,7885190,91038
2022-10-09,7885190,91038
2020-03-10,31,0
2020-03-11,33,0
2020-03-12,41,0
2020-03-13,58,0
2020-03-14,69,0
2020-03-15,80,0
2022-11-01,7925728,91326
2020-03-16,87,1
2022-11-02,7928639,91349
2020-03-17,106,1
2022-11-03,7929279,91357
2020-03-18,166,2
2022-11-04,7932946,91376
2020-03-19,248,4
2022-11-05,7932946,91376
2022-11-06,7932946,91376
2022-11-07,7936925,91390
2022-11-08,7937273,91391
2022-11-09,7940800,91409
2021-03-20,2748905,47462
2021-03-21,2751212,47507
2020-04-10,12291,249
2020-08-10,517182,9064
2021-03-22,2754620,47616
2020-04-11,13208,265
2020-08-11,524898,9311
2021-03-23,2758973,47701
2020-04-12,13776,288
2020-08-12,531825,9645
2021-03-24,2762762,47864
2020-04-13,14487,320
2020-08-13,538805,9879
2021-03-25,2768120,47993
2020-04-14,15303,365
2020-08-14,547670,10195
2021-03-26,2772019,48126
2020-04-15,16106,395
2020-08-15,555343,10379
2022-12-01,7986922,92327
2021-03-27,2775092,48212
2020-04-16,16928,428
2020-08-16,563464,10498
2022-12-02,7987544,92327
2021-03-28,2778062,48263
2020-04-17,18131,461
2020-08-17,569058,10559
2022-12-03,7987544,92327
2021-03-29,2782555,48309
2020-04-18,18927,487
2020-08-18,577220,10798
2022-12-04,7987544,92327
2020-04-19,19441,503
2020-08-19,582623,11043
2022-12-05,7988079,92331
