Date,Cases,Deaths
2021-03-31,3669048,59260
2020-08-20,653401,11801
2020-04-20,33862,1223
2020-08-21,659991,11984
2020-04-21,35844,1316
2020-08-22,665325,12137
2020-04-22,37573,1425
2020-08-23,669944,12152
2020-04-23,39534,1548
2020-08-24,676236,12250
2020-04-24,41368,1619
2022-12-10,11620250,100197
2020-08-25,682320,12409
2020-04-25,42590,1692
2022-12-11,11620250,100197
2020-08-26,687612,12547
2020-04-26,43691,1716
2022-12-12,11628037,100232
2020-08-27,692964,12696
2020-04-27,45208,1800
2022-12-13,11630402,100252
2020-08-28,698391,12836
2020-04-28,46570,1884
2022-12-14,11634639,100278
2020-08-29,702500,12906
2020-04-29,48904,1961
2022-12-15,11685057,100350
2022-12-16,11688449,100370
2022-12-17,11688449,100370
2022-12-18,11688449,100370
2022-12-19,11695224,100431
2021-04-30,3742224,61756
2020-09-20,788078,15018
2020-05-20,86125,3514
2020-09-21,792220,15069
2020-05-21,88488,3624
2020-09-22,795080,15209
2020-05-22,90801,3690
2020-09-23,798351,15313
2020-05-23,92815,3768
2020-09-24,801674,15389
2020-05-24,94743,3790
2020-09-25,805736,15533
2020-05-25,97017,3808
2020-01-26,2,0
2020-09-26,809215,15588
2020-05-26,99924,3859
2020-01-27,2,0
2020-09-27,811699,15608
2020-05-27,101873,3961
2020-01-28,2,0
2020-09-28,814797,15641
2020-05-28,104071,4042
2020-01-29,2,0
2020-09-29,817940,15791
2020-05-29,107043,4144
2021-09-30,4739046,69278
2021-05-30,3789496,63247
2021-01-30,3310100,40694
2022-04-01,9108198,89076
2021-05-31,3789883,63249
2021-01-31,3324064,40928
2020-06-20,174854,5495
2022-04-02,9108202,89076
2020-06-21,178807,5517
2022-04-03,9108202,89078
2020-06-22,184620,5561
2022-04-04,9110544,89120
2020-06-23,191039,5637
2022-04-05,9117579,89240
2020-06-24,195889,5728
2022-04-06,9118671,89273
2020-06-25,201413,5810
2022-04-07,9119878,89324
2020-06-26,207027,5872
2022-04-08,9132016,89426
2020-06-27,211453,5902
2022-04-09,9132019,89429
2020-06-28,216955,5937
2020-06-29,223995,5979
2020-11-01,938897,17671
2020-11-02,944148,17700
2020-11-03,949390,17751
2020-11-04,954629,17818
2020-11-05,960905,17866
2020-11-06,967618,17939
2021-06-30,3816704,63662
2020-11-07,972821,17964
2022-05-01,9235936,90422
2022-01-01,5515613,76709
2020-07-20,400195,7764
2020-11-08,978861,17975
2022-05-02,9241769,90440
2022-01-02,5560323,76712
2020-07-21,410366,7883
2020-11-09,985623,18035
2022-05-03,9261139,90541
2022-01-03,5606685,76745
2020-07-22,422528,8038
2022-05-04,9263998,90571
2022-01-04,5748437,76821
2020-07-23,433175,8190
2022-05-05,9266946,90581
2022-01-05,5807748,76967
2020-07-24,443096,8325
2022-05-06,9289686,90704
2022-01-06,5892644,77042
2020-07-25,453327,8428
2022-05-07,9289709,90704
2022-01-07,6003256,77231
2020-07-26,459338,8451
2022-05-08,9289709,90706
2022-01-08,6037652,77248
2020-07-27,467103,8544
2022-05-09,9296769,90712
2022-01-09,6083283,77260
2020-07-28,474951,8716
2020-07-29,486039,8884
2020-12-01,1253905,19327
2020-12-02,1272079,19440
2020-12-03,1293937,19586
2020-12-04,1318188,19791
2020-12-05,1343193,19876
2023-01-10,11888255,101403
2020-12-06,1371985,19937
2023-01-11,11890846,101457
2021-07-30,4034150,64415
2020-12-07,1399239,20052
2023-01-12,11925125,101625
2022-06-01,9618290,91552
2022-02-01,8447069,80434
2021-07-31,4037490,64417
2020-12-08,1425501,20238
2023-01-13,11926718,101660
2022-06-02,9623352,91590
2022-02-02,8483510,80727
2020-12-09,1457273,20466
2023-01-14,11926718,101660
2022-06-03,9661160,91660
2022-02-03,8562030,80922
2023-01-15,11926732,101660
2022-06-04,9661160,91659
2022-02-04,8604465,81180
2023-01-16,11926732,101660
2022-06-05,9661160,91659
2022-02-05,8614417,81267
2023-01-17,11929917,101724
2022-06-06,9675504,91681
2022-02-06,8621360,81334
2023-01-18,11931371,101765
2022-06-07,9728951,91740
2022-02-07,8658747,81524
2023-01-19,11954442,101957
2022-06-08,9735641,91763
2022-02-08,8702299,81806
2022-06-09,9740705,91771
2022-02-09,8753919,82108
2021-12-10,5155484,75445
2021-12-11,5157293,75468
2021-12-12,5158764,75477
2021-12-13,5173616,75571
2021-12-14,5179298,75637
2021-12-15,5184663,75718
2021-12-16,5192915,75792
2023-02-10,12032321,102767
2021-12-17,5201644,75898
2023-02-11,12032321,102767
2021-12-18,5205345,75917
2021-08-30,4437703,65793
2023-02-12,12032321,102767
2022-07-01,10156643,92541
2022-03-01,8978975,85682
2021-12-19,5208847,75927
2021-08-31,4449186,65863
2023-02-13,12034630,102813
2022-07-02,10156643,92541
2022-03-02,8984737,85975
2023-02-14,12035813,102842
2022-07-03,10156643,92541
2022-03-03,8995103,86135
2023-02-15,12037035,102875
2022-07-04,10171959,92560
2022-03-04,9001579,86345
2023-02-16,12058356,102996
2022-07-05,10177563,92580
2022-03-05,9002938,86394
2023-02-17,12059443,103015
2022-07-06,10228221,92673
2022-03-06,9003101,86429
2023-02-18,12059443,103015
2022-07-07,10233568,92690
2022-03-07,9013699,86731
2023-02-19,12059486,103015
2022-07-08,10279898,92793
2022-03-08,9016956,86818
2022-07-09,10279898,92793
2022-03-09,9021781,87032
2020-10-01,824307,15989
2020-10-02,828365,16074
2020-10-03,831495,16122
2020-10-04,834636,16150
2020-10-05,837722,16179
2023-03-10,12133065,103999
2020-10-06,840324,16251
2023-03-11,12133065,103999
2020-10-07,843734,16358
2023-03-12,12133065,103999
2022-08-01,10713333,93651
2020-10-08,847385,16425
2023-03-13,12134760,104027
2022-08-02,10757986,93734
2020-10-09,851229,16502
2023-03-14,12135588,104038
2022-08-03,10764622,93782
2023-03-15,12136243,104047
2022-08-04,10769686,93813
2023-03-16,12152129,104114
2022-08-05,10807573,93919
2023-03-17,12153079,104130
2022-08-06,10807573,93919
2023-03-18,12153079,104130
2022-08-07,10807573,93919
2023-03-19,12153083,104130
2022-08-08,10817941,93950
2022-08-09,10853402,94034
2021-10-10,4792007,70160
2021-10-11,4805395,70295
2021-10-12,4810715,70343
2021-10-13,4815429,70459
2021-10-14,4821901,70607
2021-10-15,4828318,70766
2021-10-16,4829415,70778
2021-10-17,4830310,70784
2021-10-18,4845060,70981
2022-09-01,11093984,95017
2021-10-19,4849225,71046
2022-09-02,11117372,95097
2022-09-03,11117372,95097
2022-09-04,11117372,95097
2022-09-05,11122387,95119
2022-09-06,11124581,95147
2022-09-07,11145708,95183
2022-09-08,11147393,95295
2022-09-09,11163758,95407
2022-10-20,11337782,96697
2022-10-21,11338846,96712
2021-11-10,4987439,73075
2022-10-22,11338846,96712
2021-11-11,4993930,73132
2022-10-23,11338846,96712
2021-11-12,4996986,73201
2022-10-24,11343021,96738
2021-11-13,5006025,73279
2022-10-25,11344103,96747
2021-11-14,5006960,73286
2022-10-26,11345366,96780
2021-11-15,5014583,73411
2022-10-27,11361181,96928
2021-11-16,5019484,73487
2022-10-28,11362397,96928
2021-11-17,5024415,73614
2022-10-29,11362397,96928
2021-11-18,5031042,73781
2021-11-19,5037132,73901
2020-03-30,7421,147
2020-03-31,8583,184
2022-11-20,11448727,99637
2022-11-21,11453640,99657
2022-11-22,11455445,99664
2022-11-23,11458520,99684
2022-11-24,11484761,99800
2022-11-25,11489970,99821
2022-11-26,11489970,99821
2022-11-27,11489970,99821
2022-11-28,11495367,99836
2022-11-29,11497895,99846
2020-04-30,50470,2057
2020-08-30,706589,12939
2021-03-01,3573775,52487
2020-08-31,712543,13020
2021-03-02,3578092,52774
2021-03-03,3582495,53066
2021-03-04,3587750,53457
2022-12-20,11696011,100445
2021-03-05,3592812,53838
2022-12-21,11699232,100485
2021-03-06,3597075,54124
2022-12-22,11769634,100606
2021-03-07,3599828,54217
2022-12-23,11772574,100628
2021-03-08,3604005,54377
2022-12-24,11772574,100628
2021-03-09,3608146,54620
2022-12-25,11772585,100628
2022-12-26,11772585,100628
2022-12-27,11779543,100668
2022-12-28,11781729,100702
2022-12-29,11822939,100837
2020-05-30,110100,4214
2020-01-30,2,0
2020-09-30,821126,15898
2021-04-01,3671690,59396
2020-05-31,113114,4242
2020-01-31,3,0
2021-04-02,3675457,59601
2021-04-03,3678343,59675
2021-04-04,3679968,59726
2021-04-05,3683077,59788
2021-04-06,3685338,59874
2021-04-07,3687758,59976
2021-04-08,3690309,60115
2021-04-09,3693923,60272
2022-04-10,9132019,89438
2022-04-11,9134794,89484
2020-06-30,232153,6083
2022-04-12,9135719,89514
2021-09-01,4471918,65987
2021-05-01,3743780,61853
2021-01-01,2345811,26236
2022-04-13,9136777,89554
2021-09-02,4486276,66153
2021-05-02,3745139,61924
2021-01-02,2398005,26542
2022-04-14,9151205,89629
2021-09-03,4498298,66297
2021-05-03,3747389,61961
2021-01-03,2433916,26635
2022-04-15,9158440,89744
2021-09-04,4508025,66388
2021-05-04,3749576,62016
2021-01-04,2474639,26995
2022-04-16,9158440,89744
2021-09-05,4518576,66481
2021-05-05,3751248,62065
2021-01-05,2511923,27486
2022-04-17,9158448,89752
2021-09-06,4525630,66496
2021-05-06,3753796,62169
2021-01-06,2548830,28040
2022-04-18,9161719,89785
2021-09-07,4536771,66569
2021-05-07,3755950,62211
2021-01-07,2589250,28554
2022-04-19,9171994,89877
2021-09-08,4545832,66722
2021-05-08,3757249,62270
2021-01-08,2640221,29228
2021-09-09,4556885,66898
2021-05-09,3758303,62310
2021-01-09,2687450,29699
2020-11-10,994366,18073
2020-11-11,999516,18109
2020-11-12,1009216,18141
2020-11-13,1019080,18218
2020-11-14,1027044,18254
2020-11-15,1036008,18265
2020-11-16,1047390,18304
2022-05-10,9321533,90822
2022-01-10,6311255,77412
2020-11-17,1058123,18360
2022-05-11,9324886,90804
2022-01-11,6447667,77447
2020-07-30,494269,9009
2020-11-18,1069544,18467
2022-05-12,9328408,90818
2022-01-12,6556829,77595
2021-06-01,3791188,63260
2021-02-01,3341656,41284
2020-07-31,502273,9222
2020-11-19,1082705,18555
2022-05-13,9351229,90959
2022-01-13,6716565,77839
2021-06-02,3792111,63284
2021-02-02,3354544,41858
2022-05-14,9351253,90961
2022-01-14,6832478,77940
2021-06-03,3793194,63340
2021-02-03,3367104,42434
2022-05-15,9351253,90961
2022-01-15,6874405,77966
2021-06-04,3794373,62965
2021-02-04,3381785,43062
2022-05-16,9359245,90986
2022-01-16,6919509,78017
2021-06-05,3795202,63000
2021-02-05,3395797,43631
2022-05-17,9398846,91058
2022-01-17,7140744,78142
2021-06-06,3795959,63120
2021-02-06,3407369,43987
2022-05-18,9402566,91067
2022-01-18,7215028,78224
2021-06-07,3797141,63132
2021-02-07,3417563,44152
2022-05-19,9407260,91079
2022-01-19,7324358,78325
2021-06-08,3798225,63155
2021-02-08,3431179,44440
2021-06-09,3799174,63167
2021-02-09,3441692,44973
2020-12-10,1491132,20636
2020-12-11,1528237,20854
2020-12-12,1554920,20958
2020-12-13,1590726,21043
2020-12-14,1620916,21196
2020-12-15,1655166,21483
2023-01-20,11955605,101982
2020-12-16,1716108,21881
2023-01-21,11955605,101982
2022-06-10,9789742,91862
2022-02-10,8767710,82321
2020-12-17,1761430,22155
2023-01-22,11955660,101983
2022-06-11,9789742,91862
2022-02-11,8791266,82578
2020-12-18,1809673,22496
2023-01-23,11957890,102025
2022-06-12,9789861,91862
2022-02-12,8795926,82660
2021-07-01,3866606,63709
2020-12-19,1847031,22651
2023-01-24,11958856,102053
2022-06-13,9802778,91881
2022-02-13,8800780,82727
2021-07-02,3868398,63649
2023-01-25,11960085,102102
2022-06-14,9850089,91956
2022-02-14,8834778,83028
2021-07-03,3868398,63648
2023-01-26,11979032,102259
2022-06-15,9856336,91969
2022-02-15,8847111,83226
2021-07-04,3868398,63648
2023-01-27,11980295,102283
2022-06-16,9861034,92004
2022-02-16,8861813,83466
2021-07-05,3868398,63648
2023-01-28,11980295,102283
2022-06-17,9894394,92086
2022-02-17,8870565,83686
2021-07-06,3874128,63710
2023-01-29,11980312,102283
2022-06-18,9894394,92086
2022-02-18,8885752,83936
2021-07-07,3875460,63748
2022-06-19,9894394,92086
2022-02-19,8888971,84020
2021-07-08,3903528,63805
2021-07-09,3905886,63870
2021-12-20,5227931,76014
2021-12-21,5238811,76078
2021-12-22,5251204,76151
2021-12-23,5271267,76249
2021-12-24,5291605,76317
2021-12-25,5291605,76319
2021-12-26,5312399,76332
2023-02-20,12059486,103015
2021-12-27,5329067,76368
2023-02-21,12062220,103075
2022-07-10,10279898,92793
2022-03-10,9028579,87197
2021-12-28,5378451,76453
2023-02-22,12063650,103091
2022-07-11,10298129,92829
2022-03-11,9033744,87322
2021-12-29,5408613,76548
2023-02-23,12083679,103193
2022-07-12,10358182,92900
2022-03-12,9035301,87386
2021-08-01,4040811,64417
2023-02-24,12085063,103211
2022-07-13,10365785,92927
2022-03-13,9035301,87386
2021-08-02,4066259,64538
2023-02-25,12085063,103211
2022-07-14,10374290,92947
2022-03-14,9044007,87665
2021-08-03,4073891,64533
2023-02-26,12085125,103211
2022-07-15,10435541,93043
2022-03-15,9045596,87713
2021-08-04,4084002,64626
2023-02-27,12087218,103244
2022-07-16,10435541,93043
2022-03-16,9048717,87869
2021-08-05,4096518,64680
2023-02-28,12088153,103554
2022-07-17,10435541,93043
2022-03-17,9054556,88015
2021-08-06,4111393,64719
2022-07-18,10454194,93072
2022-03-18,9061041,88131
2021-08-07,4115522,64732
2022-07-19,10506662,93152
2022-03-19,9064239,88156
2021-08-08,4134375,64777
2021-08-09,4147364,64787
2020-10-10,854303,16568
2020-10-11,857077,16581
2020-10-12,859960,16594
2020-10-13,863614,16650
2020-10-14,867094,16752
2020-10-15,870380,16839
2023-03-20,12154293,104165
2020-10-16,874102,16901
2023-03-21,12154941,104185
2022-08-10,10858351,94057
2020-10-17,876258,16940
2023-03-22,12155467,104196
2022-08-11,10862660,94098
2020-10-18,878395,16979
2023-03-23,12169158,104277
2022-08-12,10898548,94234
2020-10-19,882666,16987
2022-08-13,10898548,94234
2022-08-14,10898548,94234
2022-08-15,10908539,94262
2022-08-16,10939491,94365
2022-08-17,10944159,94424
2022-08-18,10947473,94448
2022-08-19,10979626,94547
2021-10-20,4853378,71192
2021-10-21,4860797,71369
2021-10-22,4867059,71504
2021-10-23,4868220,71519
2021-10-24,4869133,71528
2021-10-25,4872707,71639
2021-10-26,4890036,71800
2021-10-27,4895127,71935
2022-09-10,11163758,95407
2021-10-28,4908206,72026
2022-09-11,11163758,95415
2021-10-29,4915206,72140
2022-09-12,11168261,95459
2022-09-13,11169894,95472
2022-09-14,11171759,95521
2022-09-15,11194286,95624
2022-09-16,11196447,95643
2022-09-17,11196447,95643
2022-09-18,11196447,95643
2022-09-19,11199912,95680
2020-02-01,3,0
2020-02-02,6,0
2020-02-03,6,0
2022-10-30,11362397,96928
2020-02-04,6,0
2022-10-31,11364908,96960
2021-11-20,5038985,73927
2020-02-05,6,0
2021-11-21,5040034,73938
2020-02-06,6,0
2021-11-22,5051418,74042
2020-02-07,6,0
2021-11-23,5055959,74157
2020-02-08,6,0
2021-11-24,5060127,74308
2020-02-09,6,0
2021-11-25,5060129,74314
2021-11-26,5062119,74355
2021-11-27,5062737,74374
2021-11-28,5063311,74385
2021-11-29,5080522,74553
2020-03-01,33,0
2020-03-02,38,0
2020-03-03,45,0
2022-11-30,11502638,99856
2020-03-04,55,1
2020-03-05,67,1
2020-03-06,81,1
2020-03-07,100,1
2020-03-08,112,1
2020-03-09,172,2
2021-03-10,3611614,54877
2021-03-11,3615174,55132
2021-03-12,3617479,55336
2020-08-01,509507,9365
2020-04-01,9857,212
2021-03-13,3621217,56373
2020-08-02,515937,9399
2020-04-02,11190,247
2021-03-14,3623465,56523
2020-08-03,522235,9500
2020-04-03,12569,282
2022-12-30,11826466,100865
2021-03-15,3626427,56630
2020-08-04,527258,9696
2020-04-04,13796,323
2022-12-31,11826466,100865
2021-03-16,3628489,56743
2020-08-05,532776,9866
2020-04-05,15202,351
2021-03-17,3631857,56976
2020-08-06,541013,10014
2020-04-06,16361,386
2021-03-18,3635429,57213
2020-08-07,548142,10197
2020-04-07,17540,447
2021-03-19,3638641,57417
2020-08-08,556158,10299
2020-04-08,19043,506
2020-08-09,563244,10365
2020-04-09,20191,548
2021-04-10,3696900,60361
2021-04-11,3700795,60446
2021-04-12,3704295,60484
2020-09-01,716630,13149
2020-05-01,52318,2147
2021-04-13,3706904,60535
2020-09-02,722037,13330
2020-05-02,53753,2213
2021-04-14,3709392,60710
2020-09-03,727403,13497
2020-05-03,55072,2235
2021-04-15,3711717,60797
2020-09-04,732693,13644
2020-05-04,56333,2297
2021-04-16,3714542,60911
2020-09-05,737074,13708
2020-05-05,58848,2386
2021-04-17,3716759,60977
2020-09-06,740233,13730
2020-05-06,60787,2478
2021-04-18,3718367,61022
2020-09-07,742689,13763
2020-05-07,62481,2561
2021-04-19,3720922,61034
2020-09-08,746114,13843
2020-05-08,64616,2650
2020-09-09,749197,13990
2020-05-09,66824,2732
2022-04-20,9173336,89915
2022-04-21,9175454,89947
2021-09-10,4566746,67062
2021-05-10,3760386,62332
2021-01-10,2729858,30000
2022-04-22,9191757,90090
2021-09-11,4575900,67149
2021-05-11,3761977,62363
2021-01-11,2770482,30381
2022-04-23,9191757,90090
2021-09-12,4583292,67199
2021-05-12,3763580,62468
2020-06-01,115643,4287
2021-01-12,2816366,31105
2022-04-24,9191757,90093
2021-09-13,4599348,67312
2021-05-13,3765346,62573
2020-06-02,118081,4360
2021-01-13,2858041,31653
2022-04-25,9196288,90123
2021-09-14,4608094,67422
2021-05-14,3766941,62626
2020-06-03,120407,4422
2021-01-14,2898756,32246
2022-04-26,9212572,90221
2021-09-15,4616854,67647
2021-05-15,3768252,62647
2020-06-04,122917,4484
2021-01-15,2937860,32947
2022-04-27,9214424,90237
2021-09-16,4629146,67825
2021-05-16,3769052,62681
2021-01-16,2975419,33393
2020-06-05,126510,4550
2022-04-28,9216851,90277
2021-09-17,4639199,67948
2021-05-17,3770344,62701
2021-01-17,3006966,33593
2020-06-06,129147,4626
2022-04-29,9235920,90419
2021-09-18,4647462,68034
2021-05-18,3771421,62723
2021-01-18,3032359,33742
2020-06-07,131997,4653
2021-09-19,4654530,68106
2021-05-19,3773011,62760
2021-01-19,3071465,34390
2020-06-08,134287,4679
2020-06-09,137245,4775
2020-11-20,1096427,18649
2020-11-21,1109869,18709
2020-11-22,1118673,18726
2020-11-23,1136498,18768
2020-11-24,1153032,18875
2020-11-25,1167176,18982
2020-11-26,1176159,19025
2022-05-20,9449358,91203
2022-01-20,7487212,78529
2020-11-27,1193089,19100
2022-05-21,9449407,91203
2022-01-21,7621774,78700
2021-06-10,3800222,63206
2021-02-10,3450284,45436
2020-11-28,1206296,19132
2022-05-22,9449407,91209
2022-01-22,7660930,78775
2021-06-11,3801205,63251
2021-02-11,3460901,45976
2020-11-29,1219511,19151
2022-05-23,9461626,91231
2022-01-23,7688422,78839
2021-06-12,3801812,63143
2021-02-12,3470426,46435
2020-07-01,239764,6168
2022-05-24,9505145,91316
2022-01-24,7904252,79001
2021-06-13,3802390,63145
2021-02-13,3479586,46865
2020-07-02,248198,6263
2022-05-25,9509990,91340
2022-01-25,7984924,79118
2021-06-14,3803495,63150
2021-02-14,3485533,47055
2020-07-03,256298,6315
2022-05-26,9516167,91353
2022-01-26,8055410,79353
2021-06-15,3804529,63205
2021-02-15,3490542,47115
2020-07-04,265176,6329
2022-05-27,9557283,91462
2022-01-27,8172855,79643
2021-06-16,3805390,63224
2021-02-16,3499336,47446
2020-07-05,271587,6369
2022-05-28,9557347,91463
2022-01-28,8248681,79934
2021-06-17,3806400,63254
2021-02-17,3505610,47902
2020-07-06,277869,6452
2022-05-29,9557347,91464
2022-01-29,8270373,80004
2021-06-18,3807542,63290
2021-02-18,3513458,48334
2020-07-07,287766,6563
2021-06-19,3808088,63309
2021-02-19,3521349,48794
2020-07-08,296304,6708
2020-07-09,303516,6825
2020-12-20,1889914,22736
2020-12-21,1933169,22980
2020-12-22,1968541,23254
2020-12-23,2013298,23633
2020-12-24,2048014,23944
2020-12-25,2064763,23964
2023-01-30,11980312,102286
2020-12-26,2129749,24221
2023-01-31,11983239,102337
2022-06-20,9906427,92097
2022-02-20,8891601,84089
2020-12-27,2167303,24283
2022-06-21,9955717,92155
2022-02-21,8892924,84109
2021-07-10,3906315,63874
2020-12-28,2209024,24529
2022-06-22,9962108,92173
2022-02-22,8921012,84437
2021-07-11,3907428,63877
2020-12-29,2243191,24954
2022-06-23,9967883,92186
2022-02-23,8929279,84580
2021-07-12,3914148,63954
2022-06-24,10025036,92271
2022-02-24,8943492,84832
2021-07-13,3918797,63972
2022-06-25,10025036,92271
2022-02-25,8956818,85078
2021-07-14,3921906,64002
2022-06-26,10025110,92272
2022-02-26,8958993,85142
2021-07-15,3925591,64041
2022-06-27,10038765,92289
2022-02-27,8958993,85142
2021-07-16,3930518,64083
2022-06-28,10087984,92371
2022-02-28,8975648,85564
2021-07-17,3932295,64085
2022-06-29,10095355,92403
2021-07-18,3933928,64086
2021-07-19,3945211,64127
2021-12-30,5457967,76644
2021-12-31,5515613,76709
2022-07-20,10513729,93180
2022-03-20,9064239,88162
2022-07-21,10522372,93216
2022-03-21,9073409,88322
2021-08-10,4157038,64838
2022-07-22,10578770,93325
2022-03-22,9074703,88367
2021-08-11,4168517,64481
2022-07-23,10578770,93325
2022-03-23,9079164,88461
2021-08-12,4179874,64533
2022-07-24,10578770,93325
2022-03-24,9084013,88571
2021-08-13,4194890,64596
2022-07-25,10594052,93362
2022-03-25,9087644,88689
2021-08-14,4208226,64630
2022-07-26,10641665,93438
2022-03-26,9088616,88708
2021-08-15,4219616,64661
2022-07-27,10649458,93482
2022-03-27,9088616,88709
2021-08-16,4232845,64684
2022-07-28,10656412,93508
2022-03-28,9094047,88814
2021-08-17,4243746,64727
2022-07-29,10700053,93613
2022-03-29,9095335,88838
2021-08-18,4259451,64816
2021-08-19,4277523,64908
2020-10-20,887094,17067
2020-10-21,890154,17189
2020-10-22,896427,17266
2020-10-23,902328,17316
2020-10-24,906645,17345
2020-10-25,909345,17358
2020-10-26,913707,17398
2022-08-20,10979626,94547
2020-10-27,918635,17478
2022-08-21,10979626,94547
2020-10-28,922685,17541
2022-08-22,10987530,94571
2020-10-29,926910,17567
2022-08-23,11015161,94685
2022-08-24,11019530,94725
2022-08-25,11022505,94750
2022-08-26,11054444,94913
2022-08-27,11054444,94913
2022-08-28,11054444,94913
2022-08-29,11060838,94947
2021-10-30,4916614,72144
2021-10-31,4917683,72140
2022-09-20,11201464,95695
2022-09-21,11203061,95726
2022-09-22,11228851,95776
2022-09-23,11230511,95790
2022-09-24,11230511,95790
2022-09-25,11230511,95790
2022-09-26,11233676,95825
2022-09-27,11234999,95835
2022-09-28,11236331,95864
2022-09-29,11261913,96009
2020-02-10,7,0
2020-02-11,7,0
2020-02-12,7,0
2020-02-13,7,0
2020-02-14,7,0
2021-11-30,5085477,74670
2020-02-15,7,0
2022-10-01,11263827,96020
2020-02-16,7,0
2022-10-02,11263827,96020
2020-02-17,7,0
2022-10-03,11266268,96045
2020-02-18,7,0
2022-10-04,11267236,96119
2020-02-19,7,0
2022-10-05,11268276,96145
2022-10-06,11289060,96240
2022-10-07,11290889,96242
2022-10-08,11290889,96242
2022-10-09,11290889,96242
2020-03-10,179,3
2020-03-11,202,4
2020-03-12,252,4
2020-03-13,320,5
2020-03-14,381,5
2020-03-15,478,6
2022-11-01,11365734,96966
2020-03-16,588,11
2022-11-02,11367123,96976
2020-03-17,732,14
2022-11-03,11383971,97064
2020-03-18,893,17
2022-11-04,11385477,97025
2020-03-19,1067,19
2022-11-05,11385477,97025
2022-11-06,11385477,97025
2022-11-07,11388453,97042
2022-11-08,11389933,97050
2022-11-09,11392604,97077
2021-03-20,3640830,57495
2021-03-21,3642778,57586
2020-04-10,21366,594
2020-08-10,574267,10460
2021-03-22,3645684,57770
2020-04-11,22421,632
2020-08-11,586078,10654
2021-03-23,3648181,57936
2020-04-12,23323,676
2020-08-12,595097,10808
2021-03-24,3650958,58187
2020-04-13,24334,725
2020-08-13,603212,10995
2021-03-25,3653449,58413
2020-04-14,25758,778
2020-08-14,613243,11146
2021-03-26,3656822,58630
2020-04-15,27107,885
2020-08-15,621981,11229
