2020-01-24,Illinois,17,1,0
2020-01-25,California,06,1,0
2020-01-25,Illinois,17,1,0
2020-01-26,California,06,2,0
2020-01-26,Illinois,17,1,0
2020-01-27,California,06,2,0
2020-01-27,Illinois,17,1,0
2020-01-28,California,06,2,0
2020-01-28,Illinois,17,1,0
2020-01-29,California,06,2,0
2020-01-29,Illinois,17,1,0
2020-01-30,California,06,2,0
2020-01-30,Illinois,17,2,0
2020-01-31,California,06,3,0
2020-01-31,Illinois,17,2,0
2020-02-01,California,06,3,0
2020-02-01,Illinois,17,2,0
2020-02-02,California,06,6,0
2020-02-02,Illinois,17,2,0
2020-02-03,California,06,6,0
2020-02-03,Illinois,17,2,0
2020-02-04,California,06,6,0
2020-02-04,Illinois,17,2,0
2020-02-05,California,06,6,0
2020-02-05,Illinois,17,2,0
2020-02-06,California,06,6,0
2020-02-06,Illinois,17,2,0
2020-02-07,California,06,6,0
2020-02-07,Illinois,17,2,0
2020-02-08,California,06,6,0
2020-02-08,Illinois,17,2,0
2020-02-09,California,06,6,0
2020-02-09,Illinois,17,2,0
2020-02-10,California,06,7,0
2020-02-10,Illinois,17,2,0
2020-02-11,California,06,7,0
2020-02-11,Illinois,17,2,0
2020-02-12,California,06,7,0
2020-02-12,Illinois,17,2,0
2020-02-12,Texas,48,1,0
2020-02-13,California,06,7,0
2020-02-13,Illinois,17,2,0
2020-02-13,Texas,48,2,0
2020-02-14,California,06,7,0
2020-02-14,Illinois,17,2,0
2020-02-14,Texas,48,2,0
2020-02-15,California,06,7,0
2020-02-15,Illinois,17,2,0
2020-02-15,Texas,48,2,0
2020-02-16,California,06,7,0
2020-02-16,Illinois,17,2,0
2020-02-16,Texas,48,2,0
2020-02-17,California,06,7,0
2020-02-17,Illinois,17,2,0
2020-02-17,Texas,48,2,0
2020-02-18,California,06,7,0
2020-02-18,Illinois,17,2,0
2020-02-18,Texas,48,2,0
2020-02-19,California,06,7,0
2020-02-19,Illinois,17,2,0
2020-02-19,Texas,48,2,0
2020-02-20,California,06,8,0
2020-02-20,Illinois,17,2,0
2020-02-20,Texas,48,2,0
2020-02-21,California,06,9,0
2020-02-21,Illinois,17,2,0
2020-02-21,Texas,48,4,0
2020-02-22,California,06,9,0
2020-02-22,Illinois,17,2,0
2020-02-22,Texas,48,4,0
2020-02-23,California,06,9,0
2020-02-23,Illinois,17,2,0
2020-02-23,Texas,48,4,0
2020-02-24,California,06,11,0
2020-02-24,Illinois,17,2,0
2020-02-24,Texas,48,10,0
2020-02-25,California,06,11,0
2020-02-25,Illinois,17,2,0
2020-02-25,Texas,48,10,0
2020-02-26,California,06,26,0
2020-02-26,Illinois,17,2,0
2020-02-26,Texas,48,10,0
2020-02-27,California,06,26,0
2020-02-27,Illinois,17,2,0
2020-02-27,Texas,48,10,0
2020-02-28,California,06,27,0
2020-02-28,Illinois,17,2,0
2020-02-28,Texas,48,11,0
2020-02-29,California,06,28,0
2020-02-29,Illinois,17,3,0
2020-02-29,Texas,48,11,0
2020-03-01,California,06,33,0
2020-03-01,Florida,12,2,0
2020-03-01,Illinois,17,3,0
2020-03-01,New York,36,1,0
2020-03-01,Texas,48,11,0
2020-03-02,California,06,38,0
2020-03-02,Florida,12,2,0
2020-03-02,Illinois,17,4,0
2020-03-02,New York,36,1,0
2020-03-02,Texas,48,11,0
2020-03-03,California,06,45,0
2020-03-03,Florida,12,3,0
2020-03-03,Illinois,17,4,0
2020-03-03,New York,36,2,0
2020-03-03,Texas,48,11,0
2020-03-04,California,06,55,1
2020-03-04,Florida,12,3,0
2020-03-04,Illinois,17,4,0
2020-03-04,New York,36,11,0
2020-03-04,Texas,48,12,0
2020-03-05,California,06,67,1
2020-03-05,Florida,12,4,0
2020-03-05,Illinois,17,5,0
2020-03-05,New York,36,22,0
2020-03-05,Texas,48,16,0
2020-03-06,California,06,81,1
2020-03-06,Florida,12,7,2
2020-03-06,Illinois,17,6,0
2020-03-06,New York,36,44,0
2020-03-06,Texas,48,19,0
2020-03-07,California,06,100,1
2020-03-07,Florida,12,12,2
2020-03-07,Illinois,17,6,0
2020-03-07,New York,36,89,0
2020-03-07,Texas,48,19,0
2020-03-08,California,06,112,1
2020-03-08,Florida,12,13,2
2020-03-08,Illinois,17,7,0
2020-03-08,New York,36,106,0
2020-03-08,Texas,48,23,0
2020-03-09,California,06,172,2
2020-03-09,Florida,12,14,2
2020-03-09,Illinois,17,11,0
2020-03-09,New York,36,142,0
2020-03-09,Texas,48,24,0
2020-03-10,California,06,179,3
2020-03-10,Florida,12,23,2
2020-03-10,Illinois,17,19,0
2020-03-10,New York,36,173,0
2020-03-10,Texas,48,31,0
2020-03-11,California,06,202,4
2020-03-11,Florida,12,26,2
2020-03-11,Illinois,17,25,0
2020-03-11,New York,36,217,0
2020-03-11,Texas,48,33,0
2020-03-12,California,06,252,4
2020-03-12,Florida,12,46,2
2020-03-12,Illinois,17,32,0
2020-03-12,New York,36,326,0
2020-03-12,Texas,48,41,0
2020-03-13,California,06,320,5
2020-03-13,Florida,12,70,2
2020-03-13,Illinois,17,46,0
2020-03-13,New York,36,421,0
2020-03-13,Texas,48,58,0
2020-03-14,California,06,381,5
2020-03-14,Florida,12,70,3
2020-03-14,Illinois,17,66,0
2020-03-14,New York,36,610,2
2020-03-14,Texas,48,69,0
2020-03-15,California,06,478,6
2020-03-15,Florida,12,109,3
2020-03-15,Illinois,17,94,0
2020-03-15,New York,36,732,6
2020-03-15,Texas,48,80,0
2020-03-16,California,06,588,11
2020-03-16,Florida,12,141,4
2020-03-16,Illinois,17,104,0
2020-03-16,New York,36,950,10
2020-03-16,Texas,48,87,1
2020-03-17,California,06,732,14
2020-03-17,Florida,12,210,6
2020-03-17,Illinois,17,159,1
2020-03-17,New York,36,1375,18
2020-03-17,Texas,48,106,1
2020-03-18,California,06,893,17
2020-03-18,Florida,12,326,7
2020-03-18,Illinois,17,286,1
2020-03-18,New York,36,2387,32
2020-03-18,Texas,48,166,2
2020-03-19,California,06,1067,19
2020-03-19,Florida,12,434,8
2020-03-19,Illinois,17,420,4
2020-03-19,New York,36,4161,39
2020-03-19,Texas,48,248,4
2020-03-20,California,06,1283,24
2020-03-20,Florida,12,564,9
2020-03-20,Illinois,17,583,5
2020-03-20,New York,36,7113,68
2020-03-20,Texas,48,386,5
2020-03-21,California,06,1544,28
2020-03-21,Florida,12,764,11
2020-03-21,Illinois,17,751,6
2020-03-21,New York,36,10371,95
2020-03-21,Texas,48,547,5
2020-03-22,California,06,1851,35
2020-03-22,Florida,12,1000,13
2020-03-22,Illinois,17,1047,9
2020-03-22,New York,36,15188,142
2020-03-22,Texas,48,639,7
2020-03-23,California,06,2240,39
2020-03-23,Florida,12,1222,18
2020-03-23,Illinois,17,1285,12
2020-03-23,New York,36,20899,183
2020-03-23,Texas,48,728,7
2020-03-24,California,06,2644,52
2020-03-24,Florida,12,1467,20
2020-03-24,Illinois,17,1535,16
