11	12
11	12
8	9
9	10
10	12
5	6
13	15
12	14
3	52
4	44
19	22
3	30
3	42
3	28
2	22
3	32
4	29
2	25
2	27
5	41
36	40
5	48
3	21
6	43
8	13
2	18
13	14
12	14
2	28
1	22
2	24
8	11
1	18
1	14
1	22
1	21
1	18
1	23
2	13
3	14
11	13
1	16
2	14
1	24
3	15
2	13
2	13
1	12
3	16
4	17
2	15
3	14
3	16
4	14
12	14
9	11
3	15
8	9
2	20
3	19
4	12
7	18
1	20
2	12
2	21
2	12
1	11
2	11
11	12
2	14
4	14
12	13
3	23
9	10
11	12
1	10
11	12
5	14
9	9
1	12
4	17
3	15
1	11
3	11
1	11
3	13
5	13
1	15
1	12
5	13
3	12
1	12
1	10
2	10
1	9
2	13
1	14
4	23
9	10
1	9
1	7
1	10
1	11
1	8
7	8
10	11
1	10
1	9
1	10
1	10
1	12
1	8
2	9
1	9
1	8
1	9
1	10
1	8
2	8
2	8
1	10
1	10
1	8
8	8
2	9
7	7
1	9
7	7
1	9
1	7
9	9
2	9
4	9
1	7
3	13
2	7
2	10
2	11
1	7
1	8
9	9
1	7
1	6
5	5
1	9
1	9
2	7
1	10
2	9
1	12
0	9
2	8
8	9
6	6
10	11
1	8
2	7
2	10
2	10
8	8
2	8
8	8
3	7
0	8
1	11
7	8
1	9
2	12
1	9
3	9
6	6
1	7
5	5
7	8
10	11
2	12
3	15
0	3
1	9
5	12
2	4
1	9
1	7
2	22
2	12
8	9
2	6
1	12
4	17
3	8
3	16
2	13
3	16
7	8
1	6
3	8
1	12
1	9
3	14
1	8
3	20
1	9
3	14
13	15
1	14
1	13
5	8
2	7
2	13
2	15
2	12
4	10
2	11
1	11
0	13
0	8
7	7
2	9
2	11
1	17
2	12
6	6
1	13
1	18
1	17
2	11
1	14
1	9
2	12
6	6
1	12
2	8
3	11
3	11
5	5
3	11
3	10
2	9
0	6
2	12
9	10
3	11
1	14
2	14
7	7
2	11
1	7
1	8
2	11
2	9
2	11
6	7
2	10
2	10
1	12
8	9
2	9
2	12
3	11
2	11
0	4
2	11
0	5
0	4
3	8
1	13
0	8
1	7
2	10
6	6
1	7
1	11
1	8
3	11
3	10
0	10
1	10
1	7
1	5
2	5
4	5
5	6
1	2
3	4
1	3
4	10
4	5
4	10
7	15
3	4
5	12
3	9
4	10
1	5
2	7
3	4
3	8
4	10
0	5
3	3
5	12
1	2
2	7
2	4
4	10
3	13
1	2
3	11
5	12
2	3
3	17
3	13
3	18
3	12
2	4
5	14
7	15
7	15
1	4
4	13
2	3
1	1
2	2
2	3
3	8
2	4
3	5
2	4
3	8
6	13
14	27
2	3
2	6
9	11
5	11
8	17
2	4
3	6
6	13
4	10
3	7
9	18
2	4
5	9
6	13
11	22
4	4
1	3
1	4
1	3
2	3
1	2
1	2
3	8
3	5
1	2
3	4
